Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
GSRT-0026;GNL-0015;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;20.09.2025;19.09.2028;Geçerli;
GSRT-0027;GNL-0016;Kampçılık Eğitimi Katılım Sertifikası;Doğa;15.11.2025;14.11.2028;Geçerli;
GSRT-0028;GNL-0017;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;01.04.2026;31.03.2029;Geçerli;
GSRT-0029;GNL-0018;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;02.02.2026;01.02.2029;Geçerli;
GSRT-0030;GNL-0018;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;06.02.2026;05.02.2029;Geçerli;
GSRT-0031;GNL-0019;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;27.01.2023;26.01.2026;Süresi Dolmuş;
GSRT-0032;GNL-0020;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;15.05.2025;14.05.2028;Geçerli;
GSRT-0033;GNL-0021;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;12.02.2024;11.02.2027;Geçerli;
GSRT-0034;GNL-0021;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;22.03.2024;22.03.2027;Geçerli;
GSRT-0035;GNL-0021;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;23.09.2024;23.09.2027;Geçerli;
GSRT-0036;GNL-0022;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;13.07.2023;12.07.2026;Süresi Dolmuş;
GSRT-0037;GNL-0023;Kampçılık Eğitimi Katılım Sertifikası;Doğa;16.04.2026;15.04.2029;Geçerli;
GSRT-0038;GNL-0024;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;27.06.2023;26.06.2026;Süresi Dolmuş;
GSRT-0039;GNL-0024;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;27.11.2023;26.11.2026;Geçerli;
GSRT-0040;GNL-0024;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;17.05.2023;16.05.2026;Süresi Dolmuş;
GSRT-0041;GNL-0024;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;20.04.2024;20.04.2027;Geçerli;
GSRT-0042;GNL-0025;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;25.07.2024;25.07.2027;Geçerli;
GSRT-0043;GNL-0026;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;29.09.2023;28.09.2026;Geçerli;
GSRT-0044;GNL-0027;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;18.01.2025;18.01.2028;Geçerli;
GSRT-0045;GNL-0027;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;08.01.2026;07.01.2029;Geçerli;
GSRT-0046;GNL-0028;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;20.04.2026;19.04.2029;Geçerli;
GSRT-0047;GNL-0029;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;15.07.2025;14.07.2028;Geçerli;
GSRT-0048;GNL-0029;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;31.03.2023;30.03.2026;Süresi Dolmuş;
GSRT-0049;GNL-0030;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;31.10.2024;31.10.2027;Geçerli;
GSRT-0050;GNL-0030;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;19.04.2025;18.04.2028;Geçerli;
GSRT-0051;GNL-0031;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;24.10.2025;23.10.2028;Geçerli;
GSRT-0052;GNL-0032;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;21.10.2025;20.10.2028;Geçerli;
GSRT-0053;GNL-0032;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;10.12.2025;09.12.2028;Geçerli;
GSRT-0054;GNL-0033;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;19.10.2023;18.10.2026;Geçerli;
GSRT-0055;GNL-0034;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;23.09.2023;22.09.2026;Geçerli;
GSRT-0056;GNL-0034;Kampçılık Eğitimi Katılım Sertifikası;Doğa;29.11.2024;29.11.2027;Geçerli;
GSRT-0057;GNL-0034;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;14.11.2024;14.11.2027;Geçerli;
GSRT-0058;GNL-0035;Kampçılık Eğitimi Katılım Sertifikası;Doğa;12.03.2026;11.03.2029;Geçerli;
GSRT-0059;GNL-0036;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;14.05.2024;14.05.2027;Geçerli;
GSRT-0060;GNL-0037;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;08.09.2023;07.09.2026;Geçerli;
GSRT-0061;GNL-0038;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;02.04.2026;01.04.2029;Geçerli;
GSRT-0062;GNL-0038;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;08.11.2023;07.11.2026;Geçerli;
GSRT-0063;GNL-0039;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;27.12.2022;26.12.2025;Süresi Dolmuş;
GSRT-0064;GNL-0040;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;10.04.2024;10.04.2027;Geçerli;
GSRT-0065;GNL-0040;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;16.01.2025;16.01.2028;Geçerli;
GSRT-0066;GNL-0040;Kampçılık Eğitimi Katılım Sertifikası;Doğa;01.04.2025;31.03.2028;Geçerli;
GSRT-0067;GNL-0040;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;19.01.2023;18.01.2026;Süresi Dolmuş;
GSRT-0068;GNL-0041;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;26.12.2025;25.12.2028;Geçerli;
GSRT-0069;GNL-0042;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;09.09.2025;08.09.2028;Geçerli;
GSRT-0070;GNL-0042;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;27.08.2023;26.08.2026;Geçerli;
GSRT-0071;GNL-0043;Kampçılık Eğitimi Katılım Sertifikası;Doğa;29.02.2024;28.02.2027;Geçerli;
GSRT-0072;GNL-0044;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;16.08.2025;15.08.2028;Geçerli;
GSRT-0073;GNL-0045;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;23.05.2025;22.05.2028;Geçerli;
GSRT-0074;GNL-0045;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;19.08.2025;18.08.2028;Geçerli;
GSRT-0075;GNL-0046;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;03.06.2024;03.06.2027;Geçerli;
GSRT-0076;GNL-0046;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;28.07.2025;27.07.2028;Geçerli;
GSRT-0077;GNL-0047;Kampçılık Eğitimi Katılım Sertifikası;Doğa;04.08.2023;03.08.2026;Geçerli;
GSRT-0078;GNL-0047;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;21.08.2024;21.08.2027;Geçerli;
GSRT-0079;GNL-0048;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;11.08.2023;10.08.2026;Geçerli;
GSRT-0080;GNL-0048;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;03.07.2025;02.07.2028;Geçerli;
GSRT-0081;GNL-0048;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;30.05.2024;30.05.2027;Geçerli;
GSRT-0082;GNL-0048;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;26.04.2025;25.04.2028;Geçerli;
GSRT-0083;GNL-0049;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;15.06.2024;15.06.2027;Geçerli;
GSRT-0084;GNL-0049;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;12.11.2025;11.11.2028;Geçerli;
GSRT-0085;GNL-0050;Kampçılık Eğitimi Katılım Sertifikası;Doğa;19.05.2025;18.05.2028;Geçerli;
GSRT-0086;GNL-0051;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;24.11.2024;24.11.2027;Geçerli;
GSRT-0087;GNL-0051;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;31.01.2025;31.01.2028;Geçerli;
GSRT-0088;GNL-0051;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;28.11.2024;28.11.2027;Geçerli;
GSRT-0089;GNL-0051;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;17.01.2026;16.01.2029;Geçerli;
GSRT-0090;GNL-0052;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;11.04.2024;11.04.2027;Geçerli;
GSRT-0091;GNL-0052;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;01.08.2025;31.07.2028;Geçerli;
GSRT-0092;GNL-0052;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;15.02.2023;14.02.2026;Süresi Dolmuş;
GSRT-0093;GNL-0052;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;30.04.2023;29.04.2026;Süresi Dolmuş;
GSRT-0094;GNL-0053;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;27.11.2023;26.11.2026;Geçerli;
GSRT-0095;GNL-0054;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;24.02.2024;23.02.2027;Geçerli;
GSRT-0096;GNL-0055;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;28.06.2023;27.06.2026;Süresi Dolmuş;
GSRT-0097;GNL-0056;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;22.08.2025;21.08.2028;Geçerli;
GSRT-0098;GNL-0056;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;23.06.2024;23.06.2027;Geçerli;
GSRT-0099;GNL-0056;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;18.04.2026;17.04.2029;Geçerli;
GSRT-0100;GNL-0057;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;14.01.2026;13.01.2029;Geçerli;
GSRT-0101;GNL-0057;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;02.09.2025;01.09.2028;Geçerli;
GSRT-0102;GNL-0058;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;04.11.2024;04.11.2027;Geçerli;
GSRT-0103;GNL-0058;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;09.11.2023;08.11.2026;Geçerli;
GSRT-0104;GNL-0058;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;11.12.2024;11.12.2027;Geçerli;
GSRT-0105;GNL-0059;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;23.08.2023;22.08.2026;Geçerli;
GSRT-0106;GNL-0059;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;04.03.2026;03.03.2029;Geçerli;
GSRT-0107;GNL-0059;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;10.07.2025;09.07.2028;Geçerli;
GSRT-0108;GNL-0060;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;26.09.2023;25.09.2026;Geçerli;
GSRT-0109;GNL-0061;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;25.06.2024;25.06.2027;Geçerli;
GSRT-0110;GNL-0062;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;05.03.2023;04.03.2026;Süresi Dolmuş;
GSRT-0111;GNL-0062;Kampçılık Eğitimi Katılım Sertifikası;Doğa;13.08.2024;13.08.2027;Geçerli;
GSRT-0112;GNL-0062;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;23.02.2025;23.02.2028;Geçerli;
GSRT-0113;GNL-0063;Kampçılık Eğitimi Katılım Sertifikası;Doğa;29.03.2026;28.03.2029;Geçerli;
GSRT-0114;GNL-0064;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;02.04.2023;01.04.2026;Süresi Dolmuş;
GSRT-0115;GNL-0064;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;13.08.2023;12.08.2026;Geçerli;
GSRT-0116;GNL-0065;Kampçılık Eğitimi Katılım Sertifikası;Doğa;09.02.2025;09.02.2028;Geçerli;
GSRT-0117;GNL-0065;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;06.05.2023;05.05.2026;Süresi Dolmuş;
GSRT-0118;GNL-0066;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;30.06.2024;30.06.2027;Geçerli;
GSRT-0119;GNL-0067;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;23.01.2026;22.01.2029;Geçerli;
GSRT-0120;GNL-0067;Kampçılık Eğitimi Katılım Sertifikası;Doğa;09.01.2024;08.01.2027;Geçerli;
GSRT-0121;GNL-0068;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;04.12.2024;04.12.2027;Geçerli;
GSRT-0122;GNL-0069;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;06.05.2025;05.05.2028;Geçerli;
GSRT-0123;GNL-0070;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;06.05.2025;05.05.2028;Geçerli;
GSRT-0124;GNL-0071;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;08.07.2025;07.07.2028;Geçerli;
GSRT-0125;GNL-0072;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;08.06.2023;07.06.2026;Süresi Dolmuş;
GSRT-0126;GNL-0073;Kampçılık Eğitimi Katılım Sertifikası;Doğa;21.08.2024;21.08.2027;Geçerli;
GSRT-0127;GNL-0074;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;02.12.2023;01.12.2026;Geçerli;
GSRT-0128;GNL-0074;Navigasyon Eğitimi Katılım Sertifikası;Navigasyon;09.02.2026;08.02.2029;Geçerli;
GSRT-0129;GNL-0075;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;22.10.2024;22.10.2027;Geçerli;
GSRT-0130;GNL-0076;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;10.02.2025;10.02.2028;Geçerli;
GSRT-0131;GNL-0077;Depremde Arama ve Kurtarma Eğitimi Katılım Sertifikası;Arama ve Kurtarma;07.11.2025;06.11.2028;Geçerli;
GSRT-0132;GNL-0078;Yangın Farkındalık Eğitimi Katılım Sertifikası;Yangın;13.05.2026;12.05.2029;Geçerli;
GSRT-0133;GNL-0078;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;22.06.2024;22.06.2027;Geçerli;
GSRT-0134;GNL-0079;Afet Farkındalık Eğitimi Katılım Sertifikası;Afet;05.01.2023;04.01.2026;Süresi Dolmuş;
GSRT-0135;GNL-0080;Kampçılık Eğitimi Katılım Sertifikası;Doğa;31.03.2025;30.03.2028;Geçerli;
GSRT-0136;GNL-0080;Enkazda Arama ve Kurtarma Temel Eğitimi Katılım Sertifikası;Arama ve Kurtarma;28.12.2025;27.12.2028;Geçerli;
GSRT-0137;GNL-0080;Haberleşme Eğitimi Katılım Sertifikası;Haberleşme;17.02.2023;16.02.2026;Süresi Dolmuş;


Eğitmen ID;Ad Soyad;Telefon;E-posta;Şifre;Bulunduğu İl;Bölge;Uzmanlık Eğitimleri;Durum;
EGT-0001;Furkan Öztürk;+90 555 200 0501;furkan.ozturk.1@egitmen.ornek.org;EGTWzcnrb223!001;Kocaeli;Marmara;Yangın Farkındalık Eğitimi;Aktif;
EGT-0002;Mehmet Yılmaz;+90 555 200 0502;mehmet.yilmaz.2@egitmen.ornek.org;EGTJpapma676!002;Şanlıurfa;Güneydoğu Anadolu;Haberleşme Eğitimi, Yangın Farkındalık Eğitimi;Aktif;
EGT-0003;Kaan Doğan;+90 555 200 0503;kaan.dogan.3@egitmen.ornek.org;EGTPeqtck556!003;Erzurum;Doğu Anadolu;Yangın Farkındalık Eğitimi, Haberleşme Eğitimi, Navigasyon Eğitimi;Aktif;
EGT-0004;Tolga Şahin;+90 555 200 0504;tolga.sahin.4@egitmen.ornek.org;EGTLtmcqh891!004;Samsun;Karadeniz;Kampçılık Eğitimi, Enkazda Arama ve Kurtarma Temel Eğitimi;Aktif;
EGT-0005;Nazlı Aydın;+90 555 200 0505;nazli.aydin.5@egitmen.ornek.org;EGTRqdcyl367!005;Mardin;Güneydoğu Anadolu;Depremde Arama ve Kurtarma Eğitimi, Navigasyon Eğitimi;Aktif;
EGT-0006;Nazlı Öztürk;+90 555 200 0506;nazli.ozturk.6@egitmen.ornek.org;EGTXkypbf617!006;Antalya;Akdeniz;Haberleşme Eğitimi, Afet Farkındalık Eğitimi, Yangın Farkındalık Eğitimi;Aktif;
EGT-0007;Burak Şimşek;+90 555 200 0507;burak.simsek.7@egitmen.ornek.org;EGTFlvynf766!007;Diyarbakır;Güneydoğu Anadolu;Kampçılık Eğitimi, Enkazda Arama ve Kurtarma Temel Eğitimi;Aktif;
EGT-0008;Barış Arslan;+90 555 200 0508;baris.arslan.8@egitmen.ornek.org;EGTJkjkma212!008;Antalya;Akdeniz;Enkazda Arama ve Kurtarma Temel Eğitimi, Kampçılık Eğitimi, Navigasyon Eğitimi;Aktif;
EGT-0009;Tolga Kaya;+90 555 200 0509;tolga.kaya.9@egitmen.ornek.org;EGTQuptnm848!009;Hatay;Akdeniz;Navigasyon Eğitimi;Aktif;
EGT-0010;İrem Kara;+90 555 200 0510;irem.kara.10@egitmen.ornek.org;EGTNbkbsp619!010;Adana;Akdeniz;Navigasyon Eğitimi, Depremde Arama ve Kurtarma Eğitimi, Afet Farkındalık Eğitimi;Aktif;
EGT-0011;Tuğçe Polat;+90 555 200 0511;tugce.polat.11@egitmen.ornek.org;EGTYwgrgz243!011;Ordu;Karadeniz;Haberleşme Eğitimi, Kampçılık Eğitimi, Depremde Arama ve Kurtarma Eğitimi;Aktif;
EGT-0012;Seda Yılmaz;+90 555 200 0512;seda.yilmaz.12@egitmen.ornek.org;EGTVozfpy528!012;Diyarbakır;Güneydoğu Anadolu;Afet Farkındalık Eğitimi, Navigasyon Eğitimi, Haberleşme Eğitimi;Aktif;


Sertifika ID;Eğitmen ID;Sertifika Adı;Alan;Veriliş Tarihi;Geçerlilik Bitişi;Durum;
ESRT-0001;EGT-0001;Yangın Farkındalık Eğitimi Eğitmen Sertifikası;Yangın;12.07.2025;11.07.2030;Geçerli;
ESRT-0002;EGT-0002;Haberleşme Eğitimi Eğitmen Sertifikası;Haberleşme;24.11.2025;23.11.2030;Geçerli;
ESRT-0003;EGT-0002;Yangın Farkındalık Eğitimi Eğitmen Sertifikası;Yangın;07.10.2023;05.10.2028;Geçerli;
ESRT-0004;EGT-0003;Yangın Farkındalık Eğitimi Eğitmen Sertifikası;Yangın;23.03.2026;22.03.2031;Geçerli;
ESRT-0005;EGT-0003;Haberleşme Eğitimi Eğitmen Sertifikası;Haberleşme;24.07.2025;23.07.2030;Geçerli;
ESRT-0006;EGT-0003;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;18.07.2025;17.07.2030;Geçerli;
ESRT-0007;EGT-0004;Kampçılık Eğitimi Eğitmen Sertifikası;Doğa;19.05.2024;18.05.2029;Geçerli;
ESRT-0008;EGT-0004;Enkazda Arama ve Kurtarma Temel Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;28.06.2025;27.06.2030;Geçerli;
ESRT-0009;EGT-0005;Depremde Arama ve Kurtarma Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;26.06.2024;25.06.2029;Geçerli;
ESRT-0010;EGT-0005;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;10.06.2025;09.06.2030;Geçerli;
ESRT-0011;EGT-0006;Haberleşme Eğitimi Eğitmen Sertifikası;Haberleşme;23.11.2023;21.11.2028;Geçerli;
ESRT-0012;EGT-0006;Afet Farkındalık Eğitimi Eğitmen Sertifikası;Afet;05.11.2024;04.11.2029;Geçerli;
ESRT-0013;EGT-0006;Yangın Farkındalık Eğitimi Eğitmen Sertifikası;Yangın;22.05.2023;20.05.2028;Geçerli;
ESRT-0014;EGT-0007;Kampçılık Eğitimi Eğitmen Sertifikası;Doğa;14.10.2023;12.10.2028;Geçerli;
ESRT-0015;EGT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;10.10.2024;09.10.2029;Geçerli;
ESRT-0016;EGT-0008;Enkazda Arama ve Kurtarma Temel Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;11.05.2024;10.05.2029;Geçerli;
ESRT-0017;EGT-0008;Kampçılık Eğitimi Eğitmen Sertifikası;Doğa;07.10.2025;06.10.2030;Geçerli;
ESRT-0018;EGT-0008;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;27.06.2024;26.06.2029;Geçerli;
ESRT-0019;EGT-0009;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;02.05.2023;30.04.2028;Geçerli;
ESRT-0020;EGT-0010;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;05.08.2024;04.08.2029;Geçerli;
ESRT-0021;EGT-0010;Depremde Arama ve Kurtarma Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;10.06.2025;09.06.2030;Geçerli;
ESRT-0022;EGT-0010;Afet Farkındalık Eğitimi Eğitmen Sertifikası;Afet;03.03.2024;02.03.2029;Geçerli;
ESRT-0023;EGT-0011;Haberleşme Eğitimi Eğitmen Sertifikası;Haberleşme;29.05.2023;27.05.2028;Geçerli;
ESRT-0024;EGT-0011;Kampçılık Eğitimi Eğitmen Sertifikası;Doğa;25.05.2024;24.05.2029;Geçerli;
ESRT-0025;EGT-0011;Depremde Arama ve Kurtarma Eğitimi Eğitmen Sertifikası;Arama ve Kurtarma;29.05.2025;28.05.2030;Geçerli;
ESRT-0026;EGT-0012;Afet Farkındalık Eğitimi Eğitmen Sertifikası;Afet;08.08.2024;07.08.2029;Geçerli;
ESRT-0027;EGT-0012;Navigasyon Eğitimi Eğitmen Sertifikası;Navigasyon;08.02.2025;07.02.2030;Geçerli;
ESRT-0028;EGT-0012;Haberleşme Eğitimi Eğitmen Sertifikası;Haberleşme;21.05.2023;19.05.2028;Geçerli;


Sorumlu ID;Ad Soyad;Telefon;E-posta;Şifre;Sorumlu Bölge;Bulunduğu İl;Durum;
MES-0001;Emre Kara;+90 555 200 0701;emre.kara.1@merkez.ornek.org;MESOrmcrj331!001;Marmara;Tekirdağ;Aktif;
MES-0002;Emre Çelik;+90 555 200 0702;emre.celik.2@merkez.ornek.org;MESTdjrfh383!002;Ege;İzmir;Aktif;
MES-0003;İrem Yılmaz;+90 555 200 0703;irem.yilmaz.3@merkez.ornek.org;MESCyguon469!003;Akdeniz;Isparta;Aktif;
MES-0004;Onur Şimşek;+90 555 200 0704;onur.simsek.4@merkez.ornek.org;MESYcsjys366!004;İç Anadolu;Kayseri;Aktif;
MES-0005;Ceren Çelik;+90 555 200 0705;ceren.celik.5@merkez.ornek.org;MESStkjdb734!005;Karadeniz;Trabzon;Aktif;
MES-0006;Onur Çetin;+90 555 200 0706;onur.cetin.6@merkez.ornek.org;MESJbqsxp915!006;Doğu Anadolu;Kars;Aktif;
MES-0007;Selin Öztürk;+90 555 200 0707;selin.ozturk.7@merkez.ornek.org;MESJjrrlr617!007;Güneydoğu Anadolu;Adıyaman;Aktif;


Eğitim ID;Eğitim Adı;Alan;Kapsam;İl;Bölge;Konum;Başlangıç Tarihi;Bitiş Tarihi;Süre (Gün);Eğitmen ID;Merkez Sorumlu ID;Kontenjan;Durum;
EĞT-0001;Kampçılık Eğitimi;Doğa;İl Bazlı;Ordu;Karadeniz;Ordu Koordinasyon Merkezi;02.11.2026 10:00;03.11.2026 17:00;2;EGT-0004;MES-0005;20;Planlandı;
EĞT-0002;Haberleşme Eğitimi;Haberleşme;Ulusal;Adana;Akdeniz;Adana AFAD Salonu;14.05.2026 13:00;14.05.2026 20:00;1;EGT-0003;MES-0003;20;Tamamlandı;
EĞT-0003;Navigasyon Eğitimi;Navigasyon;Ulusal;Muğla;Ege;Muğla Koordinasyon Merkezi;03.06.2026 13:00;04.06.2026 20:00;2;EGT-0010;MES-0002;30;Tamamlandı;
EĞT-0004;Afet Farkındalık Eğitimi;Afet;İl Bazlı;Erzurum;Doğu Anadolu;Erzurum Koordinasyon Merkezi;08.06.2026 10:00;11.06.2026 17:00;4;EGT-0010;MES-0006;40;Tamamlandı;
EĞT-0005;Afet Farkındalık Eğitimi;Afet;İl Bazlı;Malatya;Doğu Anadolu;Malatya Koordinasyon Merkezi;14.06.2026 13:00;16.06.2026 20:00;3;EGT-0010;MES-0006;25;Tamamlandı;
EĞT-0006;Navigasyon Eğitimi;Navigasyon;İl Bazlı;Mardin;Güneydoğu Anadolu;Mardin Eğitim Merkezi;10.11.2026 09:00;12.11.2026 16:00;3;EGT-0012;MES-0007;40;Planlandı;
EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;Arama ve Kurtarma;İl Bazlı;Mardin;Güneydoğu Anadolu;Mardin Koordinasyon Merkezi;25.05.2026 13:00;26.05.2026 20:00;2;EGT-0007;MES-0007;30;Tamamlandı;
EĞT-0008;Haberleşme Eğitimi;Haberleşme;İl Bazlı;Isparta;Akdeniz;Isparta Koordinasyon Merkezi;07.02.2026 09:00;07.02.2026 16:00;1;EGT-0012;MES-0003;30;Tamamlandı;
